S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_EBT_TTM,ENTRY_DT,REMOVE_DT
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20170630,418705756.78,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20170331,630813873.51,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20161231,683184855.09,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20160930,438725470.35,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20160630,152216696.58,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20160331,-218886433.5,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20151231,-499479504.62,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20150930,-504008924.71,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20150630,-402197398.58,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20150331,-51351884.92,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20141231,37781799.58,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20140930,101360510.74,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20140630,33375875.35,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20140331,-299924207.97,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20131231,-261059402.43,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20130930,-360108790.64,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20130630,-410375824.3,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20130331,-190919963.81,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20121231,-30684040.76,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20120930,235049728.71,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20120630,468095375.32,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20120331,504450449.91,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20111231,479762920.5,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20110930,449580401.75,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20110630,335970025.1,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20110331,297368383.73,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20101231,278052688.17,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20100930,210153740.91,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20100630,188446771.35,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20100331,203598923.07,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20091231,200414861.34,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20090930,177610455.22,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20090630,180923687.32,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20090331,180923687.32,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20081231,180923687.32,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20080930,168024576.55,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20071231,168024576.55,20090922,
002299.SZ,福建圣农发展股份有限公司,110703,肉鸡养殖,7601060200000000,20061231,53914404.62,20090922,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20230331,238076565.44,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20221231,-387857678.02,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20220930,-626753640.47,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20220630,-641154596.41,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20220331,-394987429.4,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20211231,19125312.27,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20210930,173057351.56,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20210630,168429681.3,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20210331,18774474.27,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20201231,99371124.9,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20200930,861565541.14,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20200630,1485867019.78,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20200331,1996007747.31,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20191231,2179349084.46,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20190930,1698929386.42,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20190630,1230866710.85,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20190331,730734372.16,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20181231,359469047.38,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20180930,5939558.7,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20180630,-161124118.64,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20180331,-306178859.84,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20171231,-312965539.93,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20170930,-129821850.93,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20170630,170467971.82,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20170331,480705899.87,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20161231,560575862.57,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20160930,379124669.4,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20160630,57809138.82,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20160331,-256565454.38,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20151231,-403471129.08,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20150930,-228065354.48,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20150630,-103847782.5,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20150331,29806371.4,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20141231,23572205.6,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20140930,-169271848.06,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20140630,-260611076.83,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20140331,-334569467.95,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20131231,-289104862.65,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20130930,-178240417.19,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20130630,-162320160.3,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20130331,-40061494.08,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20121231,10775923.67,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20120930,75378591.85,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20120630,251426422.92,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20120331,238418504.7,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20111231,234382195.5,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20110930,209345128.93,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20110630,85595462.38,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20110331,60075355.46,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20101231,47811694.13,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20100930,63509208.84,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20100630,72511487.08,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20100331,80895715.59,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20091231,80895715.59,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20090930,70967032.47,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20090630,70967032.47,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20081231,70967032.47,20100729,
002458.SZ,山东益生种畜禽股份有限公司,110703,肉鸡养殖,7601060200000000,20071231,45512719.67,20100729,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20230331,255942338.07,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20221231,96155705.7,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20220930,29077046.18,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20220630,-52463233.39,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20220331,-35399804.96,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20211231,91915444.49,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20210930,154006421.68,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20210630,199859248.52,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20210331,252271845.38,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20201231,347903348.79,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20200930,715681864.88,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20200630,925915946.37,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20200331,1067641037.01,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20191231,1072235820.16,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20190930,878763536.92,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20190630,755996002.58,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20190331,559579420.23,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20181231,422348724.47,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20180930,263826388.22,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20180630,155172412.11,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20180331,116955146.75,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20171231,101301519.62,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20170930,133067077.24,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20170630,207014583.68,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20170331,241507548.28,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20161231,245796621.73,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20160930,186246263.01,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20160630,89870774.89,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20160331,40304069.78,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20151231,22553282.88,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20150930,14682429.27,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20150630,39611037.48,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20150331,44336936.33,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20141231,44798161.32,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20140930,47616092.53,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20140630,47616092.53,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20140331,47616092.53,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20131231,47616092.53,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20121231,86935674.94,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20111231,198487462.72,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20101231,112825447.12,20150115,
002746.SZ,山东仙坛股份有限公司,110703,肉鸡养殖,7601060200000000,20091231,81715799.77,20150115,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20230331,84054039.58,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20221231,122827491.15,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20220930,144102248.62,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20220630,41318011.83,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20220331,35146636.0,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20211231,31159909.97,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20210930,-8888701.24,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20210630,32998516.5,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20210331,76897920.22,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20201231,177315233.28,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20200930,238322762.49,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20200630,306329329.85,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20200331,307937452.01,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20191231,232551491.66,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20190930,118069336.05,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20190630,144185377.36,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20190331,118069336.05,20200408,
002982.SZ,湖南湘佳牧业股份有限公司,110703,肉鸡养殖,7601060200000000,20181231,118069336.05,20200408,
