S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_EBT_TTM,ENTRY_DT,REMOVE_DT
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20040930,-37232359.42,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20040630,-48649570.8,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20040331,-48544155.59,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20031231,-48739099.23,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20030930,-4100177.73,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20030630,5106243.14,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20030331,25759474.0,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20021231,11405633.91,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20020930,13292934.36,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20020630,10656345.94,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20020331,13292934.36,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20011231,13292934.36,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20010630,14537500.53,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20001231,13091867.05,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,20000630,36530957.55,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19991231,32694338.13,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19990630,36282926.19,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19981231,35731439.85,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19980630,31837122.94,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19971231,30581850.82,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19970630,31354151.43,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19961231,43369610.7,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19960630,19075426.5,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19951231,8856694.14,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19950630,-9987343.98,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19941231,-62727.45,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19940630,33054180.05,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19931231,33054180.05,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19921231,19272699.28,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19911231,20444295.43,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19901231,12165302.85,20210730,
000019.SZ,深圳市深粮控股股份有限公司,110502,粮油加工,7601050200000000,19891231,15259453.71,20210730,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20230331,228355706.37,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20221231,225322653.24,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20220930,278712232.53,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20220630,295741463.28,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20220331,314770690.47,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20211231,315485189.54,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20210930,287260846.56,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20210630,300967465.45,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20210331,293898943.4,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20201231,285339793.18,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20200930,295497828.26,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20200630,292111441.62,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20200331,274213599.68,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20191231,259707602.14,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20190930,251716159.49,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20190630,255126934.6,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20190331,265300671.69,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20181231,277309830.14,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20180930,254926739.84,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20180630,366457272.36,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20180331,311021540.81,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20171231,284650461.48,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20170930,434780060.55,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20170630,213380691.52,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20170331,199272294.42,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20161231,134653035.35,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20160930,-182886692.27,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20160630,-195898072.89,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20160331,-234820614.26,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20151231,-110417145.18,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20150930,-95860468.21,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20150630,-81029840.59,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20150331,-74625574.65,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20141231,-195417757.51,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20140930,-10467066.48,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20140630,-2657517.4,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20140331,708155.23,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20131231,11630006.29,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20130930,-149169931.49,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20130630,-155509217.3,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20130331,-124902036.75,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20121231,-125209177.14,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20120930,-91945554.67,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20120630,-68658602.4,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20120331,-75250458.71,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20111231,-41983785.87,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20110930,-28840344.5,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20110630,-20286052.23,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20110331,63338373.84,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20101231,59149596.98,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20100930,72961510.45,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20100630,68396549.29,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20100331,98192613.83,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20091231,81182113.79,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20090930,53486413.32,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20090630,51918425.34,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20090331,-68071976.64,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20081231,-79174628.37,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20080930,-83563776.56,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20080630,-66151058.94,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20080331,-42824690.83,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20071231,-18615927.17,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20070930,45291156.9,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20070630,104962040.26,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20070331,94490461.66,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20061231,83458597.6,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20060930,-17965773.41,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20060630,-87481004.21,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20060331,-89153896.5,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20051231,-86488081.68,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20050930,-114006579.74,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20050630,-113928856.01,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20050331,-112982203.44,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20041231,-107361020.14,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20040930,-11566641.06,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20040630,-7263459.5,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20040331,-405332.4,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20031231,-1482336.3,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20030930,-136080793.99,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20030630,-138457444.66,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20030331,-142471774.56,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20021231,-141014555.89,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20020930,-69412631.57,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20020630,-67488342.32,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20020331,-49893706.26,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20011231,-49893706.26,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20010930,56302356.77,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20010630,78103802.57,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20001231,56302356.77,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,20000630,32259179.3,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19991231,21519941.94,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19990630,-88611685.39,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19981231,-197946590.73,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19980630,-128979176.27,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19971231,5510090.22,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19970630,-190965032.34,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19961231,-184873667.64,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19960630,-21494449.18,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19951231,8200371.15,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19950630,88288704.78,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19941231,198870150.68,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19940630,222529703.21,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19931231,197716505.27,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19930630,63338853.34,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19921231,63338853.34,20180713,
000505.SZ,海南京粮控股股份有限公司,110502,粮油加工,7601050200000000,19911231,14422410.15,20180713,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19961231,570931352.94,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19960630,115558865.71,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19951231,672148.22,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19950630,1481663.25,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19941231,76955375.71,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19940630,227684960.98,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19931231,227684960.98,19930430,
000508.SZ,海南民源现代农业发展股份有限公司,110901,农业综合Ⅲ,7601080100000000,19921231,75954854.05,19930430,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20210930,-61177492.8,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20210630,-44953324.13,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20210331,-22891318.66,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20201231,-27573052.25,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20200930,-14374542.86,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20200630,-7310421.94,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20200331,-12161546.69,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20191231,3285002.79,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20190930,164072543.84,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20190630,161127359.96,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20190331,160266129.69,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20181231,156259696.03,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20180930,5941398.16,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20180630,10857149.65,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20180331,3444850.94,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20171231,13922240.15,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20170930,26785221.28,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20170630,32481807.59,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20170331,39011512.05,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20161231,30261758.67,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20160930,26532749.1,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20160630,19686855.16,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20160331,21525194.28,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20151231,19083418.43,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20150930,4306672937.86,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20150630,4303448738.39,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20150331,4260489548.78,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20141231,4260489548.78,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20140930,41230500.6,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20140630,41230500.6,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20131231,41230500.6,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20080930,15671353.29,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20080630,9324627.41,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20080331,2956105.8,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20071231,-3772362.54,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20070930,-79873809.07,19960123,
000588.SZ,广东国晟高科技股份有限公司,110202,水产养殖,7601020200000000,20070630,-80227359.08,19960123,
